pais,iso3c,departamento,fecha_resultado,n,n_acum
Peru,PER,AMAZONAS,2020-04-05,4,4
Peru,PER,AMAZONAS,2020-04-06,1,5
Peru,PER,AMAZONAS,2020-04-07,4,9
Peru,PER,AMAZONAS,2020-04-08,5,14
Peru,PER,AMAZONAS,2020-04-09,5,19
Peru,PER,AMAZONAS,2020-04-10,5,19
Peru,PER,AMAZONAS,2020-04-11,5,19
Peru,PER,AMAZONAS,2020-04-12,8,27
Peru,PER,AMAZONAS,2020-04-13,8,27
Peru,PER,AMAZONAS,2020-04-14,8,35
Peru,PER,AMAZONAS,2020-04-15,11,46
Peru,PER,AMAZONAS,2020-04-16,3,49
Peru,PER,AMAZONAS,2020-04-17,1,50
Peru,PER,AMAZONAS,2020-04-18,3,53
Peru,PER,AMAZONAS,2020-04-19,1,54
Peru,PER,AMAZONAS,2020-04-20,3,57
Peru,PER,AMAZONAS,2020-04-21,7,64
Peru,PER,AMAZONAS,2020-04-22,2,66
Peru,PER,AMAZONAS,2020-04-23,2,68
Peru,PER,AMAZONAS,2020-04-24,6,74
Peru,PER,AMAZONAS,2020-04-25,9,83
Peru,PER,AMAZONAS,2020-04-26,8,91
Peru,PER,AMAZONAS,2020-04-27,14,105
Peru,PER,AMAZONAS,2020-04-28,9,114
Peru,PER,AMAZONAS,2020-04-29,14,128
Peru,PER,AMAZONAS,2020-04-30,37,165
Peru,PER,AMAZONAS,2020-05-01,85,250
Peru,PER,AMAZONAS,2020-05-02,50,300
Peru,PER,AMAZONAS,2020-05-03,2,302
Peru,PER,AMAZONAS,2020-05-04,26,328
Peru,PER,AMAZONAS,2020-05-05,12,340
Peru,PER,AMAZONAS,2020-05-06,11,351
Peru,PER,AMAZONAS,2020-05-07,9,360
Peru,PER,AMAZONAS,2020-05-08,20,380
Peru,PER,AMAZONAS,2020-05-09,4,384
Peru,PER,AMAZONAS,2020-05-10,4,384
Peru,PER,AMAZONAS,2020-05-11,12,396
Peru,PER,AMAZONAS,2020-05-12,11,407
Peru,PER,AMAZONAS,2020-05-13,8,415
Peru,PER,AMAZONAS,2020-05-14,3,418
Peru,PER,AMAZONAS,2020-05-15,23,441
Peru,PER,AMAZONAS,2020-05-16,32,473
Peru,PER,AMAZONAS,2020-05-17,1,474
Peru,PER,AMAZONAS,2020-05-18,20,494
Peru,PER,AMAZONAS,2020-05-19,30,524
Peru,PER,AMAZONAS,2020-05-20,12,536
Peru,PER,AMAZONAS,2020-05-21,54,590
Peru,PER,AMAZONAS,2020-05-22,25,615
Peru,PER,AMAZONAS,2020-05-23,8,623
Peru,PER,AMAZONAS,2020-05-24,5,628
Peru,PER,AMAZONAS,2020-05-25,50,678
Peru,PER,AMAZONAS,2020-05-26,22,700
Peru,PER,AMAZONAS,2020-05-27,19,719
Peru,PER,AMAZONAS,2020-05-28,25,744
Peru,PER,AMAZONAS,2020-05-29,13,757
Peru,PER,AMAZONAS,2020-05-30,14,771
Peru,PER,AMAZONAS,2020-05-31,12,783
Peru,PER,AMAZONAS,2020-06-01,14,797
Peru,PER,AMAZONAS,2020-06-02,14,811
Peru,PER,AMAZONAS,2020-06-03,37,848
Peru,PER,AMAZONAS,2020-06-04,37,885
Peru,PER,AMAZONAS,2020-06-05,50,935
Peru,PER,AMAZONAS,2020-06-06,38,973
Peru,PER,AMAZONAS,2020-06-07,12,985
Peru,PER,AMAZONAS,2020-06-08,58,1043
Peru,PER,AMAZONAS,2020-06-09,75,1118
Peru,PER,AMAZONAS,2020-06-10,61,1179
Peru,PER,AMAZONAS,2020-06-11,75,1254
Peru,PER,AMAZONAS,2020-06-12,78,1332
Peru,PER,AMAZONAS,2020-06-13,67,1399
Peru,PER,AMAZONAS,2020-06-14,16,1415
Peru,PER,AMAZONAS,2020-06-15,199,1614
Peru,PER,AMAZONAS,2020-06-16,69,1683
Peru,PER,AMAZONAS,2020-06-17,62,1745
Peru,PER,AMAZONAS,2020-06-18,35,1780
Peru,PER,AMAZONAS,2020-06-19,102,1882
Peru,PER,AMAZONAS,2020-06-20,47,1929
Peru,PER,AMAZONAS,2020-06-21,13,1942
Peru,PER,AMAZONAS,2020-06-22,47,1989
Peru,PER,AMAZONAS,2020-06-23,46,2035
Peru,PER,AMAZONAS,2020-06-24,174,2209
Peru,PER,AMAZONAS,2020-06-25,59,2268
Peru,PER,AMAZONAS,2020-06-26,52,2320
Peru,PER,AMAZONAS,2020-06-27,55,2375
Peru,PER,AMAZONAS,2020-06-28,28,2403
Peru,PER,AMAZONAS,2020-06-29,29,2432
Peru,PER,AMAZONAS,2020-06-30,113,2545
Peru,PER,AMAZONAS,2020-07-01,91,2636
Peru,PER,AMAZONAS,2020-07-02,99,2735
Peru,PER,AMAZONAS,2020-07-03,241,2976
Peru,PER,AMAZONAS,2020-07-04,84,3060
Peru,PER,AMAZONAS,2020-07-05,23,3083
Peru,PER,AMAZONAS,2020-07-06,146,3229
Peru,PER,AMAZONAS,2020-07-07,135,3364
Peru,PER,AMAZONAS,2020-07-08,121,3485
Peru,PER,AMAZONAS,2020-07-09,70,3555
Peru,PER,AMAZONAS,2020-07-10,80,3635
Peru,PER,AMAZONAS,2020-07-11,92,3727
Peru,PER,AMAZONAS,2020-07-12,90,3817
Peru,PER,AMAZONAS,2020-07-13,86,3903
Peru,PER,AMAZONAS,2020-07-14,119,4022
Peru,PER,AMAZONAS,2020-07-15,85,4107
Peru,PER,AMAZONAS,2020-07-16,116,4223
Peru,PER,AMAZONAS,2020-07-17,332,4555
Peru,PER,AMAZONAS,2020-07-18,157,4712
Peru,PER,AMAZONAS,2020-07-19,49,4761
Peru,PER,AMAZONAS,2020-07-20,148,4909
Peru,PER,AMAZONAS,2020-07-21,117,5026
Peru,PER,AMAZONAS,2020-07-22,168,5194
Peru,PER,AMAZONAS,2020-07-23,216,5410
Peru,PER,AMAZONAS,2020-07-24,324,5734
Peru,PER,AMAZONAS,2020-07-25,215,5949
Peru,PER,AMAZONAS,2020-07-26,49,5998
Peru,PER,AMAZONAS,2020-07-27,194,6192
Peru,PER,AMAZONAS,2020-07-28,63,6255
Peru,PER,AMAZONAS,2020-07-29,146,6401
Peru,PER,AMAZONAS,2020-07-30,142,6543
Peru,PER,AMAZONAS,2020-07-31,174,6717
Peru,PER,AMAZONAS,2020-08-01,262,6979
Peru,PER,AMAZONAS,2020-08-02,54,7033
Peru,PER,AMAZONAS,2020-08-03,155,7188
Peru,PER,AMAZONAS,2020-08-04,197,7385
Peru,PER,AMAZONAS,2020-08-05,165,7550
Peru,PER,AMAZONAS,2020-08-06,230,7780
Peru,PER,AMAZONAS,2020-08-07,166,7946
Peru,PER,AMAZONAS,2020-08-08,143,8089
Peru,PER,AMAZONAS,2020-08-09,26,8115
Peru,PER,AMAZONAS,2020-08-10,230,8345
Peru,PER,AMAZONAS,2020-08-11,183,8528
Peru,PER,AMAZONAS,2020-08-12,181,8709
Peru,PER,AMAZONAS,2020-08-13,273,8982
Peru,PER,AMAZONAS,2020-08-14,261,9243
Peru,PER,AMAZONAS,2020-08-15,96,9339
Peru,PER,AMAZONAS,2020-08-16,41,9380
Peru,PER,AMAZONAS,2020-08-17,199,9579
Peru,PER,AMAZONAS,2020-08-18,153,9732
Peru,PER,AMAZONAS,2020-08-19,230,9962
Peru,PER,AMAZONAS,2020-08-20,261,10223
Peru,PER,AMAZONAS,2020-08-21,214,10437
Peru,PER,AMAZONAS,2020-08-22,169,10606
Peru,PER,AMAZONAS,2020-08-23,41,10647
Peru,PER,AMAZONAS,2020-08-24,174,10821
Peru,PER,AMAZONAS,2020-08-25,317,11138
Peru,PER,AMAZONAS,2020-08-26,193,11331
Peru,PER,AMAZONAS,2020-08-27,208,11539
Peru,PER,AMAZONAS,2020-08-28,106,11645
Peru,PER,AMAZONAS,2020-08-29,111,11756
Peru,PER,AMAZONAS,2020-08-30,18,11774
Peru,PER,AMAZONAS,2020-08-31,102,11876
Peru,PER,AMAZONAS,2020-09-01,105,11981
Peru,PER,AMAZONAS,2020-09-02,84,12065
Peru,PER,AMAZONAS,2020-09-03,52,12117
Peru,PER,AMAZONAS,2020-09-04,256,12373
Peru,PER,AMAZONAS,2020-09-05,36,12409
Peru,PER,AMAZONAS,2020-09-06,32,12441
Peru,PER,AMAZONAS,2020-09-07,129,12570
Peru,PER,AMAZONAS,2020-09-08,178,12748
Peru,PER,AMAZONAS,2020-09-09,125,12873
Peru,PER,AMAZONAS,2020-09-10,108,12981
Peru,PER,AMAZONAS,2020-09-11,236,13217
Peru,PER,AMAZONAS,2020-09-12,255,13472
Peru,PER,AMAZONAS,2020-09-13,41,13513
Peru,PER,AMAZONAS,2020-09-14,126,13639
Peru,PER,AMAZONAS,2020-09-15,129,13768
Peru,PER,AMAZONAS,2020-09-16,117,13885
Peru,PER,AMAZONAS,2020-09-17,157,14042
Peru,PER,AMAZONAS,2020-09-18,123,14165
Peru,PER,AMAZONAS,2020-09-19,170,14335
Peru,PER,AMAZONAS,2020-09-20,93,14428
Peru,PER,AMAZONAS,2020-09-21,136,14564
Peru,PER,AMAZONAS,2020-09-22,251,14815
Peru,PER,AMAZONAS,2020-09-23,184,14999
Peru,PER,AMAZONAS,2020-09-24,215,15214
Peru,PER,AMAZONAS,2020-09-25,150,15364
Peru,PER,AMAZONAS,2020-09-26,92,15456
Peru,PER,AMAZONAS,2020-09-27,39,15495
Peru,PER,AMAZONAS,2020-09-28,44,15539
Peru,PER,AMAZONAS,2020-09-29,30,15569
Peru,PER,AMAZONAS,2020-09-30,59,15628
Peru,PER,AMAZONAS,2020-10-01,45,15673
Peru,PER,AMAZONAS,2020-10-02,46,15719
Peru,PER,AMAZONAS,2020-10-03,46,15765
Peru,PER,AMAZONAS,2020-10-04,23,15788
Peru,PER,AMAZONAS,2020-10-05,73,15861
Peru,PER,AMAZONAS,2020-10-06,47,15908
Peru,PER,AMAZONAS,2020-10-07,59,15967
Peru,PER,AMAZONAS,2020-10-08,28,15995
Peru,PER,AMAZONAS,2020-10-09,62,16057
Peru,PER,AMAZONAS,2020-10-10,47,16104
Peru,PER,AMAZONAS,2020-10-11,4,16108
Peru,PER,AMAZONAS,2020-10-12,153,16261
Peru,PER,AMAZONAS,2020-10-13,52,16313
Peru,PER,AMAZONAS,2020-10-14,63,16376
Peru,PER,AMAZONAS,2020-10-15,46,16422
Peru,PER,AMAZONAS,2020-10-16,95,16517
Peru,PER,AMAZONAS,2020-10-17,65,16582
Peru,PER,AMAZONAS,2020-10-18,10,16592
Peru,PER,AMAZONAS,2020-10-19,41,16633
Peru,PER,AMAZONAS,2020-10-20,78,16711
Peru,PER,AMAZONAS,2020-10-21,57,16768
Peru,PER,AMAZONAS,2020-10-22,136,16904
Peru,PER,AMAZONAS,2020-10-23,86,16990
Peru,PER,AMAZONAS,2020-10-24,120,17110
Peru,PER,AMAZONAS,2020-10-25,13,17123
Peru,PER,AMAZONAS,2020-10-26,39,17162
Peru,PER,AMAZONAS,2020-10-27,32,17194
Peru,PER,AMAZONAS,2020-10-28,47,17241
Peru,PER,AMAZONAS,2020-10-29,20,17261
Peru,PER,AMAZONAS,2020-10-30,21,17282
Peru,PER,AMAZONAS,2020-10-31,27,17309
Peru,PER,AMAZONAS,2020-11-01,16,17325
Peru,PER,AMAZONAS,2020-11-02,36,17361
Peru,PER,AMAZONAS,2020-11-03,30,17391
Peru,PER,AMAZONAS,2020-11-04,56,17447
Peru,PER,AMAZONAS,2020-11-05,29,17476
Peru,PER,AMAZONAS,2020-11-06,29,17476
Peru,PER,AMAZONAS,2020-11-07,14,17490
Peru,PER,AMAZONAS,2020-11-08,10,17500
Peru,PER,AMAZONAS,2020-11-09,30,17530
Peru,PER,AMAZONAS,2020-11-10,42,17572
Peru,PER,AMAZONAS,2020-11-11,21,17593
Peru,PER,AMAZONAS,2020-11-12,21,17614
Peru,PER,AMAZONAS,2020-11-13,12,17626
Peru,PER,AMAZONAS,2020-11-14,16,17642
Peru,PER,AMAZONAS,2020-11-15,7,17649
Peru,PER,AMAZONAS,2020-11-16,52,17701
Peru,PER,AMAZONAS,2020-11-17,75,17776
Peru,PER,AMAZONAS,2020-11-18,23,17799
Peru,PER,AMAZONAS,2020-11-19,54,17853
Peru,PER,AMAZONAS,2020-11-20,25,17878
Peru,PER,AMAZONAS,2020-11-21,14,17892
Peru,PER,AMAZONAS,2020-11-22,18,17910
Peru,PER,AMAZONAS,2020-11-23,35,17945
Peru,PER,AMAZONAS,2020-11-24,57,18002
Peru,PER,AMAZONAS,2020-11-25,33,18035
Peru,PER,AMAZONAS,2020-11-26,12,18047
Peru,PER,AMAZONAS,2020-11-27,23,18070
Peru,PER,AMAZONAS,2020-11-28,10,18080
Peru,PER,AMAZONAS,2020-11-29,33,18113
Peru,PER,AMAZONAS,2020-11-30,18,18131
Peru,PER,AMAZONAS,2020-12-01,8,18139
Peru,PER,AMAZONAS,2020-12-02,26,18165
Peru,PER,AMAZONAS,2020-12-03,16,18181
Peru,PER,AMAZONAS,2020-12-04,17,18198
Peru,PER,AMAZONAS,2020-12-05,12,18210
Peru,PER,AMAZONAS,2020-12-06,12,18210
Peru,PER,AMAZONAS,2020-12-07,21,18231
Peru,PER,AMAZONAS,2020-12-08,8,18239
Peru,PER,AMAZONAS,2020-12-09,18,18257
Peru,PER,AMAZONAS,2020-12-10,24,18281
Peru,PER,AMAZONAS,2020-12-11,23,18304
Peru,PER,AMAZONAS,2020-12-12,15,18319
Peru,PER,AMAZONAS,2020-12-13,10,18329
Peru,PER,AMAZONAS,2020-12-14,8,18337
Peru,PER,AMAZONAS,2020-12-15,34,18371
Peru,PER,AMAZONAS,2020-12-16,14,18385
Peru,PER,AMAZONAS,2020-12-17,12,18397
Peru,PER,AMAZONAS,2020-12-18,10,18407
Peru,PER,AMAZONAS,2020-12-19,2,18409
Peru,PER,AMAZONAS,2020-12-20,5,18414
Peru,PER,AMAZONAS,2020-12-21,34,18448
Peru,PER,AMAZONAS,2020-12-22,13,18461
Peru,PER,AMAZONAS,2020-12-23,13,18461
Peru,PER,AMAZONAS,2020-12-24,8,18469
Peru,PER,AMAZONAS,2020-12-25,1,18470
Peru,PER,AMAZONAS,2020-12-26,4,18474
Peru,PER,AMAZONAS,2020-12-27,5,18479
Peru,PER,AMAZONAS,2020-12-28,11,18490
Peru,PER,AMAZONAS,2020-12-29,45,18535
Peru,PER,AMAZONAS,2020-12-30,23,18558
Peru,PER,AMAZONAS,2020-12-31,4,18562
Peru,PER,AMAZONAS,2021-01-01,2,18564
Peru,PER,AMAZONAS,2021-01-02,5,18569
Peru,PER,AMAZONAS,2021-01-03,5,18574
Peru,PER,AMAZONAS,2021-01-04,20,18594
Peru,PER,AMAZONAS,2021-01-05,9,18603
Peru,PER,AMAZONAS,2021-01-06,13,18616
Peru,PER,AMAZONAS,2021-01-07,53,18669
Peru,PER,AMAZONAS,2021-01-08,45,18714
Peru,PER,AMAZONAS,2021-01-09,20,18734
Peru,PER,AMAZONAS,2021-01-10,7,18741
Peru,PER,AMAZONAS,2021-01-11,24,18765
Peru,PER,AMAZONAS,2021-01-12,48,18813
Peru,PER,AMAZONAS,2021-01-13,38,18851
Peru,PER,AMAZONAS,2021-01-14,51,18902
Peru,PER,AMAZONAS,2021-01-15,100,19002
Peru,PER,AMAZONAS,2021-01-16,18,19020
Peru,PER,AMAZONAS,2021-01-17,5,19025
Peru,PER,AMAZONAS,2021-01-18,37,19062
Peru,PER,AMAZONAS,2021-01-19,15,19077
Peru,PER,AMAZONAS,2021-01-20,73,19150
Peru,PER,AMAZONAS,2021-01-21,81,19231
Peru,PER,AMAZONAS,2021-01-22,88,19319
Peru,PER,AMAZONAS,2021-01-23,9,19328
Peru,PER,AMAZONAS,2021-01-24,6,19334
Peru,PER,AMAZONAS,2021-01-25,73,19407
Peru,PER,AMAZONAS,2021-01-26,75,19482
Peru,PER,AMAZONAS,2021-01-27,51,19533
Peru,PER,AMAZONAS,2021-01-28,115,19648
Peru,PER,AMAZONAS,2021-01-29,76,19724
Peru,PER,AMAZONAS,2021-01-30,19,19743
Peru,PER,AMAZONAS,2021-01-31,8,19751
Peru,PER,AMAZONAS,2021-02-01,97,19848
Peru,PER,AMAZONAS,2021-02-02,70,19918
Peru,PER,AMAZONAS,2021-02-03,63,19981
Peru,PER,AMAZONAS,2021-02-04,80,20061
Peru,PER,AMAZONAS,2021-02-05,33,20094
Peru,PER,AMAZONAS,2021-02-06,33,20127
Peru,PER,AMAZONAS,2021-02-07,9,20136
Peru,PER,AMAZONAS,2021-02-08,101,20237
Peru,PER,AMAZONAS,2021-02-09,73,20310
Peru,PER,AMAZONAS,2021-02-10,78,20388
Peru,PER,AMAZONAS,2021-02-11,65,20453
Peru,PER,AMAZONAS,2021-02-12,61,20514
Peru,PER,AMAZONAS,2021-02-13,54,20568
Peru,PER,AMAZONAS,2021-02-14,8,20576
Peru,PER,AMAZONAS,2021-02-15,43,20619
Peru,PER,AMAZONAS,2021-02-16,23,20642
Peru,PER,AMAZONAS,2021-02-17,68,20710
Peru,PER,AMAZONAS,2021-02-18,65,20775
Peru,PER,AMAZONAS,2021-02-19,104,20879
Peru,PER,AMAZONAS,2021-02-20,26,20905
Peru,PER,AMAZONAS,2021-02-21,6,20911
Peru,PER,AMAZONAS,2021-02-22,37,20948
Peru,PER,AMAZONAS,2021-02-23,100,21048
Peru,PER,AMAZONAS,2021-02-24,68,21116
Peru,PER,AMAZONAS,2021-02-25,60,21176
Peru,PER,AMAZONAS,2021-02-26,80,21256
Peru,PER,AMAZONAS,2021-02-27,15,21271
Peru,PER,AMAZONAS,2021-02-28,6,21277
Peru,PER,AMAZONAS,2021-03-01,87,21364
Peru,PER,AMAZONAS,2021-03-02,72,21436
Peru,PER,AMAZONAS,2021-03-03,117,21553
Peru,PER,AMAZONAS,2021-03-04,19,21572
Peru,PER,AMAZONAS,2021-03-05,93,21665
Peru,PER,AMAZONAS,2021-03-06,39,21704
Peru,PER,AMAZONAS,2021-03-07,7,21711
Peru,PER,AMAZONAS,2021-03-08,46,21757
Peru,PER,AMAZONAS,2021-03-09,67,21824
Peru,PER,AMAZONAS,2021-03-10,61,21885
Peru,PER,AMAZONAS,2021-03-11,110,21995
Peru,PER,AMAZONAS,2021-03-12,84,22079
Peru,PER,AMAZONAS,2021-03-13,73,22152
Peru,PER,AMAZONAS,2021-03-14,13,22165
Peru,PER,AMAZONAS,2021-03-15,67,22232
Peru,PER,AMAZONAS,2021-03-16,68,22300
Peru,PER,AMAZONAS,2021-03-17,63,22363
Peru,PER,AMAZONAS,2021-03-18,50,22413
Peru,PER,AMAZONAS,2021-03-19,48,22461
Peru,PER,AMAZONAS,2021-03-20,49,22510
Peru,PER,AMAZONAS,2021-03-21,10,22520
Peru,PER,AMAZONAS,2021-03-22,152,22672
Peru,PER,AMAZONAS,2021-03-23,74,22746
Peru,PER,AMAZONAS,2021-03-24,86,22832
Peru,PER,AMAZONAS,2021-03-25,99,22931
Peru,PER,AMAZONAS,2021-03-26,147,23078
Peru,PER,AMAZONAS,2021-03-27,54,23132
Peru,PER,AMAZONAS,2021-03-28,14,23146
Peru,PER,AMAZONAS,2021-03-29,75,23221
Peru,PER,AMAZONAS,2021-03-30,54,23275
Peru,PER,AMAZONAS,2021-03-31,93,23368
Peru,PER,AMAZONAS,2021-04-01,77,23445
Peru,PER,AMAZONAS,2021-04-02,36,23481
Peru,PER,AMAZONAS,2021-04-03,64,23545
Peru,PER,AMAZONAS,2021-04-04,15,23560
Peru,PER,AMAZONAS,2021-04-05,142,23702
Peru,PER,AMAZONAS,2021-04-06,126,23828
Peru,PER,AMAZONAS,2021-04-07,111,23939
Peru,PER,AMAZONAS,2021-04-08,126,24065
Peru,PER,AMAZONAS,2021-04-09,131,24196
Peru,PER,AMAZONAS,2021-04-10,70,24266
Peru,PER,AMAZONAS,2021-04-11,18,24284
Peru,PER,AMAZONAS,2021-04-12,127,24411
Peru,PER,AMAZONAS,2021-04-13,140,24551
Peru,PER,AMAZONAS,2021-04-14,110,24661
Peru,PER,AMAZONAS,2021-04-15,150,24811
Peru,PER,AMAZONAS,2021-04-16,144,24955
Peru,PER,AMAZONAS,2021-04-17,121,25076
Peru,PER,AMAZONAS,2021-04-18,38,25114
Peru,PER,AMAZONAS,2021-04-19,190,25304
Peru,PER,AMAZONAS,2021-04-20,151,25455
Peru,PER,AMAZONAS,2021-04-21,127,25582
Peru,PER,AMAZONAS,2021-04-22,188,25770
Peru,PER,AMAZONAS,2021-04-23,149,25919
Peru,PER,AMAZONAS,2021-04-24,129,26048
Peru,PER,AMAZONAS,2021-04-25,19,26067
Peru,PER,AMAZONAS,2021-04-26,143,26210
Peru,PER,AMAZONAS,2021-04-27,119,26329
Peru,PER,AMAZONAS,2021-04-28,76,26405
Peru,PER,AMAZONAS,2021-04-29,126,26531
Peru,PER,AMAZONAS,2021-04-30,116,26647
Peru,PER,AMAZONAS,2021-05-01,35,26682
Peru,PER,AMAZONAS,2021-05-02,14,26696
Peru,PER,AMAZONAS,2021-05-03,105,26801
Peru,PER,AMAZONAS,2021-05-04,80,26881
Peru,PER,AMAZONAS,2021-05-05,78,26959
Peru,PER,AMAZONAS,2021-05-06,127,27086
Peru,PER,AMAZONAS,2021-05-07,75,27161
Peru,PER,AMAZONAS,2021-05-08,54,27215
Peru,PER,AMAZONAS,2021-05-09,7,27222
Peru,PER,AMAZONAS,2021-05-10,127,27349
Peru,PER,AMAZONAS,2021-05-11,100,27449
Peru,PER,AMAZONAS,2021-05-12,110,27559
Peru,PER,AMAZONAS,2021-05-13,103,27662
Peru,PER,AMAZONAS,2021-05-14,76,27738
Peru,PER,AMAZONAS,2021-05-15,67,27805
Peru,PER,AMAZONAS,2021-05-16,23,27828
Peru,PER,AMAZONAS,2021-05-17,92,27920
Peru,PER,AMAZONAS,2021-05-18,78,27998
Peru,PER,AMAZONAS,2021-05-19,99,28097
Peru,PER,AMAZONAS,2021-05-20,90,28187
Peru,PER,AMAZONAS,2021-05-21,81,28268
Peru,PER,AMAZONAS,2021-05-22,50,28318
Peru,PER,AMAZONAS,2021-05-23,21,28339
Peru,PER,AMAZONAS,2021-05-24,78,28417
Peru,PER,AMAZONAS,2021-05-25,84,28501
Peru,PER,AMAZONAS,2021-05-26,85,28586
Peru,PER,AMAZONAS,2021-05-27,53,28639
Peru,PER,AMAZONAS,2021-05-28,59,28698
Peru,PER,AMAZONAS,2021-05-29,48,28746
Peru,PER,AMAZONAS,2021-05-30,16,28762
Peru,PER,AMAZONAS,2021-05-31,75,28837
Peru,PER,AMAZONAS,2021-06-01,91,28928
Peru,PER,AMAZONAS,2021-06-02,60,28988
Peru,PER,AMAZONAS,2021-06-03,49,29037
Peru,PER,AMAZONAS,2021-06-04,55,29092
Peru,PER,AMAZONAS,2021-06-05,25,29117
Peru,PER,AMAZONAS,2021-06-06,9,29126
Peru,PER,AMAZONAS,2021-06-07,44,29170
Peru,PER,AMAZONAS,2021-06-08,60,29230
Peru,PER,AMAZONAS,2021-06-09,58,29288
Peru,PER,AMAZONAS,2021-06-10,40,29328
Peru,PER,AMAZONAS,2021-06-11,61,29389
Peru,PER,AMAZONAS,2021-06-12,38,29427
Peru,PER,AMAZONAS,2021-06-13,5,29432
Peru,PER,AMAZONAS,2021-06-14,58,29490
Peru,PER,AMAZONAS,2021-06-15,142,29632
Peru,PER,AMAZONAS,2021-06-16,38,29670
Peru,PER,AMAZONAS,2021-06-17,53,29723
Peru,PER,AMAZONAS,2021-06-18,58,29781
Peru,PER,AMAZONAS,2021-06-19,35,29816
Peru,PER,AMAZONAS,2021-06-20,8,29824
Peru,PER,AMAZONAS,2021-06-21,66,29890
Peru,PER,AMAZONAS,2021-06-22,49,29939
Peru,PER,AMAZONAS,2021-06-23,29,29968
Peru,PER,AMAZONAS,2021-06-24,33,30001
Peru,PER,AMAZONAS,2021-06-25,55,30056
Peru,PER,AMAZONAS,2021-06-26,24,30080
Peru,PER,AMAZONAS,2021-06-27,5,30085
Peru,PER,AMAZONAS,2021-06-28,49,30134
Peru,PER,AMAZONAS,2021-06-29,11,30145
Peru,PER,AMAZONAS,2021-06-30,43,30188
Peru,PER,AMAZONAS,2021-07-01,42,30230
Peru,PER,AMAZONAS,2021-07-02,20,30250
Peru,PER,AMAZONAS,2021-07-03,28,30278
Peru,PER,AMAZONAS,2021-07-04,10,30288
Peru,PER,AMAZONAS,2021-07-05,53,30341
Peru,PER,AMAZONAS,2021-07-06,34,30375
Peru,PER,AMAZONAS,2021-07-07,46,30421
Peru,PER,AMAZONAS,2021-07-08,40,30461
Peru,PER,AMAZONAS,2021-07-09,29,30490
Peru,PER,AMAZONAS,2021-07-10,24,30514
Peru,PER,AMAZONAS,2021-07-11,9,30523
Peru,PER,AMAZONAS,2021-07-12,40,30563
Peru,PER,AMAZONAS,2021-07-13,37,30600
Peru,PER,AMAZONAS,2021-07-14,26,30626
Peru,PER,AMAZONAS,2021-07-15,21,30647
Peru,PER,AMAZONAS,2021-07-16,18,30665
Peru,PER,AMAZONAS,2021-07-17,25,30690
Peru,PER,AMAZONAS,2021-07-18,11,30701
Peru,PER,AMAZONAS,2021-07-19,30,30731
Peru,PER,AMAZONAS,2021-07-20,40,30771
Peru,PER,AMAZONAS,2021-07-21,21,30792
Peru,PER,AMAZONAS,2021-07-22,23,30815
Peru,PER,AMAZONAS,2021-07-23,25,30840
Peru,PER,AMAZONAS,2021-07-24,23,30863
Peru,PER,AMAZONAS,2021-07-25,8,30871
Peru,PER,AMAZONAS,2021-07-26,32,30903
Peru,PER,AMAZONAS,2021-07-27,21,30924
Peru,PER,AMAZONAS,2021-07-28,5,30929
Peru,PER,AMAZONAS,2021-07-29,9,30938
Peru,PER,AMAZONAS,2021-07-30,26,30964
Peru,PER,AMAZONAS,2021-07-31,20,30984
Peru,PER,AMAZONAS,2021-08-01,4,30988
Peru,PER,AMAZONAS,2021-08-02,8,30996
Peru,PER,AMAZONAS,2021-08-03,21,31017
Peru,PER,AMAZONAS,2021-08-04,16,31033
Peru,PER,AMAZONAS,2021-08-05,20,31053
Peru,PER,AMAZONAS,2021-08-06,30,31083
Peru,PER,AMAZONAS,2021-08-07,12,31095
Peru,PER,AMAZONAS,2021-08-08,5,31100
Peru,PER,AMAZONAS,2021-08-09,29,31129
Peru,PER,AMAZONAS,2021-08-10,25,31154
Peru,PER,AMAZONAS,2021-08-11,25,31179
Peru,PER,AMAZONAS,2021-08-12,15,31194
Peru,PER,AMAZONAS,2021-08-13,26,31220
Peru,PER,AMAZONAS,2021-08-14,13,31233
Peru,PER,AMAZONAS,2021-08-15,4,31237
Peru,PER,AMAZONAS,2021-08-16,14,31251
Peru,PER,AMAZONAS,2021-08-17,23,31274
Peru,PER,AMAZONAS,2021-08-18,15,31289
Peru,PER,AMAZONAS,2021-08-19,15,31304
Peru,PER,AMAZONAS,2021-08-20,12,31316
Peru,PER,AMAZONAS,2021-08-21,10,31326
Peru,PER,AMAZONAS,2021-08-22,3,31329
Peru,PER,AMAZONAS,2021-08-23,18,31347
Peru,PER,AMAZONAS,2021-08-24,17,31364
Peru,PER,AMAZONAS,2021-08-25,32,31396
Peru,PER,AMAZONAS,2021-08-26,24,31420
Peru,PER,AMAZONAS,2021-08-27,21,31441
Peru,PER,AMAZONAS,2021-08-28,13,31454
Peru,PER,AMAZONAS,2021-08-29,1,31455
Peru,PER,AMAZONAS,2021-08-30,2,31457
Peru,PER,AMAZONAS,2021-08-31,11,31468
Peru,PER,AMAZONAS,2021-09-01,14,31482
Peru,PER,AMAZONAS,2021-09-02,17,31499
Peru,PER,AMAZONAS,2021-09-03,15,31514
Peru,PER,AMAZONAS,2021-09-04,12,31526
Peru,PER,AMAZONAS,2021-09-05,1,31527
